"ID","click"
"34-76422c45081f4b3faed41127adf90cdd",0
"140-7DC654CF04235A5C37563ABCA92E4F1A",0
"10-21801BEE541B242A25F3EBC5E1F0384E",0
"34-2eca03323e2640e3a8b91b053c545367",0
"34-9e8d0f713da147c98e777d3af40bfab3",0
"140-152046D6CB6DE0ACA40F947FE72319DE",0
"10-B1E12D088C2FDC30323E4FBC853D98E7",0
"10-DD45B76CA92744C493497786E5384FD3",0
"140-DABDA003DB9035E9F8096CB4674BB60C",0
"105-C6FE5BBDCD23B88B653F8C017031C347",0
"9-C357014438D0DB029DD60BDAC073C6CD",0
"140-DF9D7299BA3F1FB63ADF7D6BE73F8FB6",0
"10-E08B2FF7DBB614B41C0F3BB32D723811",0
"10-05191BE41A68FCEB3DB1DBDE4410E2B6",0
"34-bf2034236f244634950c288d90035301",0
"10-D6FAE1401A3145EAC315E3BC22AC2680",0
"34-0207e1565f8e47978d4c841ef8f5b7cb",0
"10-9937AB280E1B1C4FF185EB7803A1C486",0
"34-f3971ddd37334214b658e2250439dd70",1
"34-a4295e96806040b394f7b12f2870a1c9",1
"34-b75c625fcbe54c08ad09b685aec14e69",0
"10-186308539C6AD3476F22A8F6721023CA",0
"140-BD79A7F5F896ACD775A566F5642F8761",0
"10-0822AEBC982337D111AE4CE25E6AA40F",0
"9-A560CBE405FEED26685CEFE098EDFDAA",0
"9-E96387A65A7E41772CAEC113DB62E318",0
"140-F6CB9FCF8D86F4F19869DCE94E6BD10F",0
"34-fa7ce81d223a4ae8a60cb4b4e6702f39",0
"9-E5D85C6529CD8CA18CFE7A234DB47C25",0
"34-a8a7ff22af40471da03a89bfa7f244b9",0
"34-adf0c06e47c34f2eb332973374f54fae",1
"34-45bb44cbfabe4787b4e62e276e7c942a",0
"34-2b5772d1edff4763b70527133c093cbf",1
"34-0ee50f2edf04482c8841fa9a6daf5bf7",0
"34-3843a9d96e2b4d01ba954cd990aab319",0
"34-58a1d21fea4b4c3f955b1669e46a5ee4",0
"34-d4ed70bafb004eb483e68eb60c900a85",0
"34-de78920eeaf44f3daa448ad70b297be9",0
"140-FB2EFF1230DCE418DE819F5F923C2E8F",0
"34-a80c9573b7744796abd57053af210410",0
"34-e3e42652aa5645989e4c0798565cbdff",0
"10-5544776C7BD7281FE1154CDCAB393702",0
"10-91D8B9FC1DF15D629F7B3172C1E20186",0
"34-b7f67619f8554584b6fa5ccf40639a57",0
"10-DA5C9E065EC6E6234007BF704E821852",0
"140-2C095C75C937A53D3E4423EE3D843C32",0
"34-19b7f5d60701455594be63ca89b73b1a",0
"9-54D951DAA6117820023A7B5FC885570F",0
"10-B5130925BC00A16A2C0040FBCE9E0CD9",0
"10-A335AB4D64D8AA59BD5FDD3041E989FC",0
"34-1a25de74a0f74dbca561208369f3717d",0
"140-F80D82A951A7E01773DEEF880AB0F72A",0
"140-B5392A4E47F57B0D08B4656C44A90A65",0
"105-EF4307196D59CF74C2C695503B040FE2",0
"10-D1A65CB9CD8998FBDF4042A326528708",0
"34-3294cca8597e4b68896384c9693febaa",0
"34-993f8f9774e04bec8d2e772c22021c36",0
"34-dc1bad44f894457aa9b8a99296f02858",1
"10-D98E3019CB88FB07B07DFAB4500A88E1",0
"34-5645d7670874414b975ce64daffe3a62",0
"10-DAFD97074829664AD10438F7D48F548E",0
"34-dfce0e54b94a43edb64b7faa72ad1b33",0
"34-43fc3e92973443a2bae4c9c2bb79aec1",0
"34-baf120ab149045b2be0f8014b436fbfe",0
"34-6c93ac07a38946d68b006bfc533ffd78",0
"34-1795496ea6ca44de88f483ffdfdce156",0
"34-24bf589aa7594cbba7f99236aa3e1341",0
"34-90d8465bf29542b2b94f7b109479bc52",0
"10-508F40BB220B5BA2D734C5CF60BF4FD4",0
"34-17ae7f5a65a74df78bf54ece951f9962",0
"34-3588e10d27a34fc1a5daf73504e9934e",0
"140-248CD83ECE6A1D531953134B18840BB3",0
"9-C8FF407B186F4129E2D8252B3CBC77D9",0
"105-B9C32B6993E81598E00F60D53BA5C4CA",0
"34-817d5678091e432990310b565dee55ee",0
"34-0390935044a142da82faad8b54ffdcdd",0
"34-b3235a15f38f438ca93b59a4e69338d5",0
"34-0be6715765654d8088b4e1cd68f7eecc",0
"34-455a7f993b974d74a28746e861f5fee5",0
"34-495cef1269044f39beee3d74e632012d",0
"34-7898c81325954b45bc452779bcd9bdd2",0
"34-6650ec94586a400c919e289a1198a0db",0
"34-465d2f30da924bc3adb97d6f221b77b6",0
"9-94A9692555F4439D455449686E21600F",0
"34-9ecbf5f948534ab7bc619a6b87c29f3d",0
"140-863C65121F8301369CB019B44CDD56FB",0
"140-06C15C7ED1567A3F9797C030030EAC29",0
"34-bfe42698a1d24b63b9f5575ae956a377",0
"34-6cb05f38d4e848a5bf08b1be323502b2",1
"34-ef70f810963b459588ad47573af5164f",0
"10-BAEF7B03FE1E37FCC143F2C5354D17AB",0
"9-78726A3CF5E00D7816C4BF4FE129B47F",0
"34-02979754c97247e5b306c4158fb5b0e6",0
"34-d83bfae399ec4b19898dbe2dc4922d7e",0
"34-73e91a891f25472c94ee0d29b9fb3fdc",0
"140-CED3A9D05FBDE23990B4BD8627C5F00C",0
"34-c09b153e21744d62a64e69e20ad4f80b",1
"10-2E16757DCF9C9685FC647BBD9A1951B0",0
"34-77d8b02ef506447b9d5e02fbe656d988",1
"34-ee7efcff90684425a5ed0e12516afb4d",0
"34-c3a712e532ec4e939ff221a14e030a80",0
"140-AF6641903389FF48BE41DE2CFE26FEC9",0
"34-5950b980fb8f47e19c4bfe5741f51cd1",0
"34-6cb038e0b4dd4461b13d43014f6dd2f9",0
"34-8d562073f1204baea925d584b5630114",0
"34-9bde75a3098b47918877a8f1c3e52d77",0
"34-6ce6f594a9ad4beeab7e9b6c6ceace75",0
"34-26f766e9b31847f1a0918dca570f4b8e",1
"34-2dda564fce8d4ba18e3cc53bd2186876",0
"34-26ad18d18e2f4c4999d01085de8fe6bb",0
"105-6AEC343794E9122F3A6CB316FAD900F2",0
"10-C1290FC023A968AF721DB4CA39C0FB6F",0
"10-344B84AD9ED9C6213FA9FE5F1753A1A5",0
"9-CC7A5BD2DFD01AA953E6F8DDE847A8B7",0
"34-5f1213ba02584f29a0384e30a5cda7d0",1
"9-3C736F611E75F9EF6F627B3D95F152AF",0
"34-af9e69cfc98e4d6a814e7b893141de6f",0
"140-BCCCF2A2E7159D47996E5AB4006BD4AB",0
"9-66F183076C909B6380C276299A780CB4",0
"140-977D03269FA6689084AD5EE10AD4190C",0
"105-8ED54642257BEDD4213BBB0226E1DF1B",0
"34-7889921395a442a2ba3efad7e82bb241",0
"34-23474cc795f64baeaf95ad16670af6a7",0
"34-d6a708e047984e6e8a08be9fb7f02d72",0
"34-b3478750d722451e8d1e8c84cd911e37",0
"10-BA4896D79FA2C77BBA93D14AF8B3BFCC",0
"9-8A8CEABAAD9966FF4B27D6B817C10E46",0
"34-723ce8887d434a48a07460380f6e4457",0
"10-EDF9EA0B76FADC87DC1A51F4CCC5B126",0
"34-1338fe7eac3d4b6e9e5acb202cf4be67",0
"34-f3597220787f4f07b23dc4a5ecf38be3",0
"34-8185836315924faca9c5d9d20ccfba35",0
"34-50e7b15765da4ae5913fd2d56bd36aba",0
"10-6C748F2DFF0A62305E332FD995167D4E",0
"34-25e109dd4c5c491bba54939515539d3e",0
"10-07030748BD63F045BB541AC5A1D24750",0
"34-93c6139334424c89968aaefb1101faab",1
"9-218C6A87E615BA8EC6374A01AD42CD9A",0
"34-3ee32e9eb6b041199671e6b95b63f5f0",0
"140-205174DE6A6899FD922275A8DA518904",0
"34-e6ef00ffd5ad4ef6aded71a36ef2591e",1
"34-402092cf06434fd9871cb649d45332ad",0
"34-e1929a2c42ce4120a7f71334ca8f3ed4",1
"140-D8D5ACA118679941C8964F1FD2C80CE1",0
"34-e73e0c96d96e455c8e0f320f6b22a452",0
"34-217ebb785dff413fbeebed54aa9c2031",0
"105-0D9363FB491FD4B4FE744F883F2427E9",0
"140-EBE4700F02169DBDDB2C7BD7AAA61018",0
"34-f9e2a685f31d4a95aab207b0d9cd8d07",1
"34-de50cd71e4be467f9a9ace169d94bc3c",0
"34-79b34b841bc247bda310cd27aaf5b2fe",0
"34-03312a4e91ae4dfc83021cadefc4c8ee",0
"34-d574b8c2d7494b9e9ed9ae928245f023",0
"10-16593A42F2F240701A8BD56350C147A2",0
"10-FEE486CC16154BB62427DEDF849A27F5",0
"34-bb0132145a3d41c6ae4de65dba64935f",1
"34-62adf754fd484fb4b51e3cca8234926b",0
"105-02E56D3720C8715880B3FE07996B4838",0
"140-C244869A00081B3DCAF246D3C459A2D1",0
"34-2f1a77b259f04a5493bd439d61e65708",1
"34-92b021ecfb474ed3a06dc320cf3500fa",1
"140-515951A722DB9F28E5DC7A0904C51F70",0
"140-EC841739A82B32493C5C05AB221CF107",0
"34-90bd256a3daf4d9ab45ef8691fa7757d",1
"34-2ecc126b4d0042778a3a1a707d8102cf",0
"34-f0fa10c8f1e14b1d92580aa9068673b6",0
"10-F3CFE5227D864DC14B51C10466442893",0
"140-B51A63845CEDC79D462087D5494C7BF8",0
"105-AC40F376DFDA8F77B309DE873E0A4A52",0
"34-704fc454da024ffa91bca66fcea89fc3",0
"10-F1841B542C9E67272CDC3F1FFE4963DA",0
"10-BEA01F83FB0C51BF9BF2B86CF18C45BE",0
"140-9C0CB6353A653796AC0038F90A8921DE",0
"140-B6453C241317A43AEC5FFEDBBA8147C4",0
"10-8203EDB991D7D35E70D2FE7A76695CFC",0
"34-5e0b1e462fed444dbab615f1f2fbc575",0
"34-88d416283dfa4ef7911231981d7f4100",0
"34-77d381f1637c4dfb84b872e59076b4c3",0
"10-6CA0213CCF4618B6B6A7312BB1BA281A",0
"34-ffe51580acd74a19ab09122fc40883fe",1
"34-df02a4b87bce4b34b370f9951458f711",0
"9-8F251E6A48CFBFB597556715A8C454B1",0
"34-3a118564c13b4fe8a46c426506052d30",0
"34-c9a194d82dd64f8d843bc5f5b6a746a3",0
